Date,AAPL,GOOGL,MSFT,AMZN,FB
2018-12-31,157.74000549316406,1044.9599609375,101.56999969482422,1501.969970703125,131.08999633789062
2019-01-02,157.9199981689453,1054.6800537109375,101.12000274658203,1539.1300048828125,135.67999267578125
2019-01-03,142.19000244140625,1025.469970703125,97.4000015258789,1500.280029296875,131.74000549316406
2019-01-04,148.25999450683594,1078.0699462890625,101.93000030517578,1575.3900146484375,137.9499969482422
2019-01-07,147.92999267578125,1075.9200439453125,102.05999755859375,1629.510009765625,138.0500030517578
2019-01-08,150.75,1085.3699951171875,102.80000305175781,1656.5799560546875,142.52999877929688
2019-01-09,153.30999755859375,1081.6500244140625,104.2699966430664,1659.4200439453125,144.22999572753906
2019-01-10,153.8000030517578,1078.8299560546875,103.5999984741211,1656.219970703125,144.1999969482422
2019-01-11,152.2899932861328,1064.469970703125,102.80000305175781,1640.56005859375,143.8000030517578
2019-01-14,150.0,1051.510009765625,102.05000305175781,1617.2099609375,145.38999938964844
2019-01-15,153.07000732421875,1086.510009765625,105.01000213623047,1674.56005859375,148.9499969482422
2019-01-16,154.94000244140625,1089.510009765625,105.37999725341797,1683.780029296875,147.5399932861328
2019-01-17,155.86000061035156,1099.1199951171875,106.12000274658203,1693.219970703125,148.3000030517578
2019-01-18,156.82000732421875,1107.300048828125,107.70999908447266,1696.199951171875,150.0399932861328
2019-01-22,153.3000030517578,1078.6300048828125,105.68000030517578,1632.1700439453125,147.57000732421875
2019-01-23,153.9199981689453,1084.4100341796875,106.70999908447266,1640.02001953125,144.3000030517578
2019-01-24,152.6999969482422,1084.0,106.19999694824219,1654.9300537109375,145.8300018310547
2019-01-25,157.75999450683594,1101.510009765625,107.16999816894531,1670.5699462890625,149.00999450683594
2019-01-28,156.3000030517578,1079.8599853515625,105.08000183105469,1637.8900146484375,147.47000122070312
2019-01-29,154.67999267578125,1070.06005859375,102.94000244140625,1593.8800048828125,144.19000244140625
2019-01-30,165.25,1097.989990234375,106.37999725341797,1670.4300537109375,150.4199981689453
2019-01-31,166.44000244140625,1125.8900146484375,104.43000030517578,1718.72998046875,166.69000244140625
2019-02-01,166.52000427246094,1118.6199951171875,102.77999877929688,1626.22998046875,165.7100067138672
2019-02-04,171.25,1141.4200439453125,105.73999786376953,1633.31005859375,169.25
2019-02-05,174.17999267578125,1151.8699951171875,107.22000122070312,1658.81005859375,171.16000366210938
2019-02-06,174.24000549316406,1122.8900146484375,106.02999877929688,1640.260009765625,170.49000549316406
2019-02-07,170.94000244140625,1105.9100341796875,105.2699966430664,1614.3699951171875,166.3800048828125
2019-02-08,170.41000366210938,1102.3800048828125,105.66999816894531,1588.219970703125,167.3300018310547
2019-02-11,169.42999267578125,1102.1199951171875,105.25,1591.0,165.7899932861328
2019-02-12,170.88999938964844,1127.5799560546875,106.88999938964844,1638.010009765625,165.0399932861328
2019-02-13,170.17999267578125,1128.6300048828125,106.80999755859375,1640.0,164.07000732421875
2019-02-14,170.8000030517578,1129.199951171875,106.9000015258789,1622.6500244140625,163.9499969482422
2019-02-15,170.4199981689453,1119.6300048828125,108.22000122070312,1607.949951171875,162.5
2019-02-19,170.92999267578125,1126.510009765625,108.16999816894531,1627.5799560546875,162.2899932861328
2019-02-20,172.02999877929688,1120.5899658203125,107.1500015258789,1622.0999755859375,162.55999755859375
2019-02-21,171.05999755859375,1104.2099609375,109.41000366210938,1619.43994140625,160.0399932861328
2019-02-22,172.97000122070312,1116.56005859375,110.97000122070312,1631.56005859375,161.88999938964844
2019-02-25,174.22999572753906,1117.3299560546875,111.58999633789062,1633.0,164.6199951171875
2019-02-26,174.3300018310547,1122.010009765625,112.36000061035156,1636.4000244140625,164.1300048828125
2019-02-27,174.8699951171875,1122.8900146484375,112.16999816894531,1641.0899658203125,162.80999755859375
2019-02-28,173.14999389648438,1126.550048828125,112.02999877929688,1639.8299560546875,161.4499969482422
2019-03-01,174.97000122070312,1148.52001953125,112.52999877929688,1671.72998046875,162.27999877929688
2019-03-04,175.85000610351562,1153.4200439453125,112.26000213623047,1696.1700439453125,167.3699951171875
2019-03-05,175.52999877929688,1169.18994140625,111.69999694824219,1692.4300537109375,171.25999450683594
2019-03-06,174.52000427246094,1164.93994140625,111.75,1668.949951171875,172.50999450683594
2019-03-07,172.5,1150.8499755859375,110.38999938964844,1625.949951171875,169.1300048828125
2019-03-08,172.91000366210938,1149.969970703125,110.51000213623047,1620.800048828125,169.60000610351562
2019-03-11,178.89999389648438,1179.260009765625,112.83000183105469,1670.6199951171875,172.07000732421875
2019-03-12,180.91000366210938,1197.25,113.62000274658203,1673.0999755859375,171.9199981689453
2019-03-13,181.7100067138672,1199.06005859375,114.5,1690.81005859375,173.3699951171875
2019-03-14,183.72999572753906,1192.530029296875,114.58999633789062,1686.219970703125,170.1699981689453
2019-03-15,186.1199951171875,1190.300048828125,115.91000366210938,1712.3599853515625,165.97999572753906
2019-03-18,188.02000427246094,1188.550048828125,117.56999969482422,1742.1500244140625,160.47000122070312
2019-03-19,186.52999877929688,1202.4599609375,117.6500015258789,1761.8499755859375,161.57000732421875
2019-03-20,188.16000366210938,1226.4300537109375,117.5199966430664,1797.27001953125,165.44000244140625
2019-03-21,195.08999633789062,1236.1300048828125,120.22000122070312,1819.260009765625,166.0800018310547
2019-03-22,191.0500030517578,1207.6500244140625,117.05000305175781,1764.77001953125,164.33999633789062
2019-03-25,188.74000549316406,1197.3800048828125,117.66000366210938,1774.260009765625,166.2899932861328
2019-03-26,186.7899932861328,1189.8399658203125,117.91000366210938,1783.760009765625,167.67999267578125
2019-03-27,188.47000122070312,1178.010009765625,116.7699966430664,1765.699951171875,165.8699951171875
2019-03-28,188.72000122070312,1172.27001953125,116.93000030517578,1773.4200439453125,165.5500030517578
2019-03-29,189.9499969482422,1176.8900146484375,117.94000244140625,1780.75,166.69000244140625
2019-04-01,191.24000549316406,1198.97998046875,119.0199966430664,1814.18994140625,168.6999969482422
2019-04-02,194.02000427246094,1205.5400390625,119.19000244140625,1813.97998046875,174.1999969482422
2019-04-03,195.35000610351562,1210.81005859375,119.97000122070312,1820.699951171875,173.5399932861328
2019-04-04,195.69000244140625,1219.449951171875,119.36000061035156,1818.8599853515625,176.02000427246094
2019-04-05,197.0,1211.449951171875,119.88999938964844,1837.280029296875,175.72000122070312
2019-04-08,200.10000610351562,1208.280029296875,119.93000030517578,1849.8599853515625,174.92999267578125
2019-04-09,199.5,1202.68994140625,119.27999877929688,1835.8399658203125,177.5800018310547
2019-04-10,200.6199951171875,1206.449951171875,120.19000244140625,1847.3299560546875,177.82000732421875
2019-04-11,198.9499969482422,1209.5899658203125,120.33000183105469,1844.0699462890625,177.50999450683594
2019-04-12,198.8699951171875,1222.72998046875,120.94999694824219,1843.06005859375,179.10000610351562
2019-04-15,199.22999572753906,1226.530029296875,121.05000305175781,1844.8699951171875,179.64999389648438
2019-04-16,199.25,1231.9100341796875,120.7699966430664,1863.0400390625,178.8699951171875
2019-04-17,203.1300048828125,1240.1400146484375,121.7699966430664,1864.8199462890625,178.77999877929688
2019-04-18,203.86000061035156,1241.469970703125,123.37000274658203,1861.68994140625,178.27999877929688
2019-04-22,204.52999877929688,1253.760009765625,123.76000213623047,1887.31005859375,181.44000244140625
2019-04-23,207.47999572753906,1270.5899658203125,125.44000244140625,1923.77001953125,183.77999877929688
2019-04-24,207.16000366210938,1260.050048828125,125.01000213623047,1901.75,182.5800018310547
2019-04-25,205.27999877929688,1267.3399658203125,129.14999389648438,1902.25,193.25999450683594
2019-04-26,204.3000030517578,1277.4200439453125,129.88999938964844,1950.6300048828125,191.49000549316406
2019-04-29,204.61000061035156,1296.199951171875,129.77000427246094,1938.4300537109375,194.77999877929688
2019-04-30,200.6699981689453,1198.9599609375,130.60000610351562,1926.52001953125,193.39999389648438
2019-05-01,210.52000427246094,1173.3199462890625,127.87999725341797,1911.52001953125,193.02999877929688
2019-05-02,209.14999389648438,1166.510009765625,126.20999908447266,1900.8199462890625,192.52999877929688
2019-05-03,211.75,1189.550048828125,128.89999389648438,1962.4599609375,195.47000122070312
2019-05-06,208.47999572753906,1193.4599609375,128.14999389648438,1950.550048828125,193.8800048828125
2019-05-07,202.86000061035156,1178.8599853515625,125.5199966430664,1921.0,189.77000427246094
2019-05-08,202.89999389648438,1170.780029296875,125.51000213623047,1917.77001953125,189.5399932861328
2019-05-09,200.72000122070312,1167.969970703125,125.5,1899.8699951171875,188.64999389648438
2019-05-10,197.17999267578125,1167.6400146484375,127.12999725341797,1889.97998046875,188.33999633789062
2019-05-13,185.72000122070312,1136.5899658203125,123.3499984741211,1822.6800537109375,181.5399932861328
2019-05-14,188.66000366210938,1124.8599853515625,124.7300033569336,1840.1199951171875,180.72999572753906
2019-05-15,190.9199981689453,1170.800048828125,126.0199966430664,1871.1500244140625,186.27000427246094
2019-05-16,190.0800018310547,1184.5,128.92999267578125,1907.5699462890625,186.99000549316406
2019-05-17,189.0,1168.780029296875,128.07000732421875,1869.0,185.3000030517578
2019-05-20,183.08999633789062,1144.6600341796875,126.22000122070312,1858.969970703125,182.72000122070312
2019-05-21,186.60000610351562,1154.43994140625,126.9000015258789,1857.52001953125,184.82000732421875
2019-05-22,182.77999877929688,1155.8499755859375,127.66999816894531,1859.6800537109375,185.32000732421875
2019-05-23,179.66000366210938,1145.3399658203125,126.18000030517578,1815.47998046875,180.8699951171875
2019-05-24,178.97000122070312,1138.6099853515625,126.23999786376953,1823.280029296875,181.05999755859375
2019-05-28,178.22999572753906,1139.56005859375,126.16000366210938,1836.4300537109375,184.30999755859375
2019-05-29,177.3800048828125,1119.93994140625,124.94000244140625,1819.18994140625,182.19000244140625
2019-05-30,178.3000030517578,1121.4100341796875,125.7300033569336,1816.3199462890625,183.00999450683594
2019-05-31,175.07000732421875,1106.5,123.68000030517578,1775.0699462890625,177.47000122070312
2019-06-03,173.3000030517578,1038.739990234375,119.83999633789062,1692.68994140625,164.14999389648438
2019-06-04,179.63999938964844,1054.489990234375,123.16000366210938,1729.56005859375,167.5
2019-06-05,182.5399932861328,1044.6400146484375,125.83000183105469,1738.5,168.1699981689453
2019-06-06,185.22000122070312,1047.760009765625,127.81999969482422,1754.3599853515625,168.3300018310547
2019-06-07,190.14999389648438,1068.3699951171875,131.39999389648438,1804.030029296875,173.35000610351562
2019-06-10,192.5800018310547,1082.760009765625,132.60000610351562,1860.6300048828125,174.82000732421875
2019-06-11,194.80999755859375,1081.0400390625,132.10000610351562,1863.699951171875,178.10000610351562
2019-06-12,194.19000244140625,1079.0999755859375,131.49000549316406,1855.3199462890625,175.0399932861328
2019-06-13,194.14999389648438,1091.010009765625,132.32000732421875,1870.300048828125,177.47000122070312
2019-06-14,192.74000549316406,1086.300048828125,132.4499969482422,1869.6700439453125,181.3300018310547
2019-06-17,193.88999938964844,1093.8900146484375,132.85000610351562,1886.030029296875,189.00999450683594
2019-06-18,198.4499969482422,1105.239990234375,135.16000366210938,1901.3699951171875,188.47000122070312
2019-06-19,197.8699951171875,1104.510009765625,135.69000244140625,1908.7900390625,187.47999572753906
2019-06-20,199.4600067138672,1113.199951171875,136.9499969482422,1918.18994140625,189.52999877929688
2019-06-21,198.77999877929688,1125.3699951171875,136.97000122070312,1911.300048828125,191.13999938964844
2019-06-24,198.5800018310547,1116.699951171875,137.77999877929688,1913.9000244140625,192.60000610351562
2019-06-25,195.57000732421875,1087.5799560546875,133.42999267578125,1878.27001953125,188.83999633789062
2019-06-26,199.8000030517578,1080.3199462890625,133.92999267578125,1897.8299560546875,187.66000366210938
2019-06-27,199.74000549316406,1076.6300048828125,134.14999389648438,1904.280029296875,189.5
2019-06-28,197.9199981689453,1082.800048828125,133.9600067138672,1893.6300048828125,193.0
2019-07-01,201.5500030517578,1100.0,135.67999267578125,1922.18994140625,193.0
2019-07-02,202.72999572753906,1112.5999755859375,136.5800018310547,1934.31005859375,195.0
2019-07-03,204.41000366210938,1122.989990234375,137.4600067138672,1939.0,197.1999969482422
2019-07-05,204.22999572753906,1132.6700439453125,137.05999755859375,1942.9100341796875,196.39999389648438
2019-07-08,200.02000427246094,1116.7900390625,136.9600067138672,1952.3199462890625,195.75999450683594
2019-07-09,201.24000549316406,1124.2900390625,136.4600067138672,1988.300048828125,199.2100067138672
2019-07-10,203.22999572753906,1140.9100341796875,137.85000610351562,2017.4100341796875,202.72999572753906
2019-07-11,201.75,1144.0799560546875,138.39999389648438,2001.0699462890625,201.22999572753906
2019-07-12,203.3000030517578,1145.3399658203125,138.89999389648438,2011.0,204.8699951171875
2019-07-15,205.2100067138672,1150.510009765625,138.89999389648438,2020.989990234375,203.91000366210938
2019-07-16,204.5,1153.4599609375,137.0800018310547,2009.9000244140625,203.83999633789062
2019-07-17,203.35000610351562,1146.739990234375,136.27000427246094,1992.030029296875,201.8000030517578
2019-07-18,205.66000366210938,1147.239990234375,136.4199981689453,1977.9000244140625,200.77999877929688
2019-07-19,202.58999633789062,1131.550048828125,136.6199951171875,1964.52001953125,198.36000061035156
2019-07-22,207.22000122070312,1139.2099609375,138.42999267578125,1985.6300048828125,202.32000732421875
2019-07-23,208.83999633789062,1148.050048828125,139.2899932861328,1994.489990234375,202.36000061035156
2019-07-24,208.6699981689453,1139.72998046875,140.72000122070312,2000.81005859375,204.66000366210938
2019-07-25,207.02000427246094,1135.93994140625,140.19000244140625,1973.8199462890625,200.7100067138672
2019-07-26,207.74000549316406,1245.219970703125,141.33999633789062,1943.050048828125,199.75
2019-07-29,209.67999267578125,1241.8399658203125,141.02999877929688,1912.449951171875,195.94000244140625
2019-07-30,208.77999877929688,1228.0,140.35000610351562,1898.530029296875,197.0399932861328
2019-07-31,213.0399932861328,1218.199951171875,136.27000427246094,1866.780029296875,194.22999572753906
2019-08-01,208.42999267578125,1211.780029296875,138.05999755859375,1855.3199462890625,192.72999572753906
2019-08-02,204.02000427246094,1196.3199462890625,136.89999389648438,1823.239990234375,189.02000427246094
2019-08-05,193.33999633789062,1154.75,132.2100067138672,1765.1300048828125,181.72999572753906
2019-08-06,197.0,1171.0799560546875,134.69000244140625,1787.8299560546875,184.50999450683594
2019-08-07,199.0399932861328,1175.9100341796875,135.27999877929688,1793.4000244140625,185.14999389648438
2019-08-08,203.42999267578125,1206.18994140625,138.88999938964844,1832.8900146484375,190.16000366210938
2019-08-09,200.99000549316406,1188.9000244140625,137.7100067138672,1807.5799560546875,187.85000610351562
2019-08-12,200.47999572753906,1174.5,135.7899932861328,1784.9200439453125,185.3699951171875
2019-08-13,208.97000122070312,1196.72998046875,138.60000610351562,1824.3399658203125,188.4499969482422
2019-08-14,202.75,1164.25,133.97999572753906,1762.9599609375,179.7100067138672
2019-08-15,201.74000549316406,1169.3199462890625,133.67999267578125,1776.1199951171875,182.58999633789062
2019-08-16,206.5,1179.2099609375,136.1300048828125,1792.5699462890625,183.6999969482422
2019-08-19,210.35000610351562,1200.43994140625,138.41000366210938,1816.1199951171875,186.1699981689453
2019-08-20,210.36000061035156,1183.530029296875,137.25999450683594,1801.3800048828125,183.80999755859375
2019-08-21,212.63999938964844,1191.5799560546875,138.7899932861328,1823.5400390625,183.5500030517578
2019-08-22,212.4600067138672,1191.52001953125,137.77999877929688,1804.6600341796875,182.0399932861328
2019-08-23,202.63999938964844,1153.5799560546875,133.38999938964844,1749.6199951171875,177.75
2019-08-26,206.49000549316406,1171.1800537109375,135.4499969482422,1768.8699951171875,180.36000061035156
2019-08-27,204.16000366210938,1170.8199462890625,135.74000549316406,1761.8299560546875,181.3000030517578
2019-08-28,205.52999877929688,1173.75,135.55999755859375,1764.25,181.75999450683594
